Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_TIP,Index_MCP,Index_PIP,Index_DIP,Index_TIP,Middle_MCP,Middle_PIP,Middle_DIP,Middle_TIP,Ring_MCP,Ring_PIP,Ring_DIP,Ring_TIP,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_TIP,Letter,Class_Index,ImagePath
"[0.8260518312454224, 0.5880491733551025, -0.022376175969839096]","[0.8691573143005371, 0.5300689935684204, -0.03713877126574516]","[0.872786819934845, 0.4707529544830322, -0.05240343138575554]","[0.8497662544250488, 0.43467628955841064, -0.06878962367773056]","[0.8508931994438171, 0.42152950167655945, -0.02103537693619728]","[0.8628544211387634, 0.3403025269508362, -0.041822683066129684]","[0.8670084476470947, 0.28754758834838867, -0.05715515837073326]","[0.8678680658340454, 0.2450215220451355, -0.06794995814561844]","[0.8194437623023987, 0.4084415137767792, -0.027837276458740234]","[0.8290218710899353, 0.3127761483192444, -0.04577508196234703]","[0.83339524269104, 0.2547067403793335, -0.06293211877346039]","[0.8356356024742126, 0.20387937128543854, -0.07613910734653473]","[0.787499725818634, 0.4121517241001129, -0.038298409432172775]","[0.7973047494888306, 0.3239181935787201, -0.05769418179988861]","[0.8051077723503113, 0.267037570476532, -0.07544811815023422]","[0.8113710284233093, 0.22188037633895874, -0.08759456127882004]","[0.7535942792892456, 0.42884400486946106, -0.052090197801589966]","[0.7613868713378906, 0.3587546646595001, -0.06839796155691147]","[0.7691919207572937, 0.313148558139801, -0.08038127422332764]","[0.7767559289932251, 0.2750551998615265, -0.08969835191965103]",B,1.0,.\ASL_Data\ASL_Validate\B\B1769.jpg
"[0.8614097237586975, 0.5418460965156555, -0.02518773451447487]","[0.902367353439331, 0.4868773818016052, -0.04099590331315994]","[0.903150200843811, 0.4293540120124817, -0.057226624339818954]","[0.8805022835731506, 0.3944554626941681, -0.07445041835308075]","[0.8868545889854431, 0.38066157698631287, -0.019374577328562737]","[0.8977973461151123, 0.3012329339981079, -0.039700429886579514]","[0.9017501473426819, 0.24956780672073364, -0.05584552139043808]","[0.9022109508514404, 0.2072690725326538, -0.06753729283809662]","[0.8547835946083069, 0.3668317496776581, -0.0252030361443758]","[0.867278516292572, 0.2759246230125427, -0.04212600737810135]","[0.8733652830123901, 0.21934901177883148, -0.060585327446460724]","[0.8762805461883545, 0.16929996013641357, -0.0750010684132576]","[0.8219223022460938, 0.36916205286979675, -0.035189561545848846]","[0.8337710499763489, 0.28467726707458496, -0.05358944460749626]","[0.8436030149459839, 0.2285250872373581, -0.07295942306518555]","[0.8511379361152649, 0.1834203153848648, -0.08662986010313034]","[0.7868147492408752, 0.3855820596218109, -0.04878033325076103]","[0.7969151735305786, 0.3176819682121277, -0.0644080713391304]","[0.8055828809738159, 0.2740153968334198, -0.0769050195813179]","[0.8135837912559509, 0.23801541328430176, -0.0869465097784996]",B,1.0,.\ASL_Data\ASL_Validate\B\B1779.jpg
"[0.8361217379570007, 0.5071322917938232, -0.028991909697651863]","[0.8743752837181091, 0.4480997622013092, -0.046015869826078415]","[0.8710792660713196, 0.3868598937988281, -0.06279189884662628]","[0.8485240340232849, 0.3485106825828552, -0.08048137277364731]","[0.8556528091430664, 0.34483635425567627, -0.021869519725441933]","[0.8648523688316345, 0.26634207367897034, -0.04311331734061241]","[0.8666328191757202, 0.21375571191310883, -0.05947868153452873]","[0.8660472631454468, 0.17024241387844086, -0.07103601843118668]","[0.823341429233551, 0.33157262206077576, -0.025675101205706596]","[0.8309295177459717, 0.23904187977313995, -0.043584100902080536]","[0.832781195640564, 0.18155662715435028, -0.062411580234766006]","[0.8333271741867065, 0.13088108599185944, -0.0768810585141182]","[0.7912486791610718, 0.3345175087451935, -0.03412168100476265]","[0.7983484268188477, 0.24830013513565063, -0.054240819066762924]","[0.8040129542350769, 0.19191579520702362, -0.07437793910503387]","[0.8090922236442566, 0.14721421897411346, -0.08813296258449554]","[0.7572980523109436, 0.3505392372608185, -0.046428877860307693]","[0.7628650665283203, 0.28226444125175476, -0.06358166038990021]","[0.7691894173622131, 0.23846901953220367, -0.07714729756116867]","[0.7761613726615906, 0.20180344581604004, -0.08764220774173737]",B,1.0,.\ASL_Data\ASL_Validate\B\B1789.jpg
"[0.8319453597068787, 0.5058305859565735, -0.032180413603782654]","[0.8675316572189331, 0.44960740208625793, -0.05115880072116852]","[0.8627721667289734, 0.3915337324142456, -0.06906576454639435]","[0.8390599489212036, 0.3554433584213257, -0.08788634836673737]","[0.8487809300422668, 0.3467477262020111, -0.027817051857709885]","[0.8554057478904724, 0.2688228487968445, -0.05035695433616638]","[0.855792760848999, 0.2169792354106903, -0.0675170049071312]","[0.854034960269928, 0.17429015040397644, -0.07956941425800323]","[0.815949022769928, 0.3352971076965332, -0.02997007966041565]","[0.8211570978164673, 0.24473509192466736, -0.0491180419921875]","[0.8216516971588135, 0.18960151076316833, -0.06827643513679504]","[0.8216379880905151, 0.14085279405117035, -0.0829218327999115]","[0.7844069004058838, 0.3399154245853424, -0.036719225347042084]","[0.7890492677688599, 0.2561122179031372, -0.05762536823749542]","[0.7928904891014099, 0.20167037844657898, -0.0780382975935936]","[0.7971289157867432, 0.15826644003391266, -0.09198608994483948]","[0.7514207363128662, 0.3574652373790741, -0.047444913536310196]","[0.7551978826522827, 0.2917279899120331, -0.06532812118530273]","[0.7603701949119568, 0.24919229745864868, -0.07940395921468735]","[0.7669166326522827, 0.21333661675453186, -0.09021114557981491]",B,1.0,.\ASL_Data\ASL_Validate\B\B1799.jpg
"[0.852150022983551, 0.4642752707004547, -0.03208266571164131]","[0.8859199285507202, 0.4090282917022705, -0.05061633884906769]","[0.8793375492095947, 0.3524736762046814, -0.06787878274917603]","[0.8559185266494751, 0.3186703324317932, -0.08600366860628128]","[0.8669630289077759, 0.31073305010795593, -0.028480835258960724]","[0.8733373880386353, 0.23392978310585022, -0.051195740699768066]","[0.8734252452850342, 0.18247689306735992, -0.068461574614048]","[0.8713806867599487, 0.14019985496997833, -0.08060913532972336]","[0.8348891139030457, 0.29863327741622925, -0.03007468394935131]","[0.8401917219161987, 0.20993536710739136, -0.04966181516647339]","[0.8405914306640625, 0.15494713187217712, -0.06948501616716385]","[0.8405009508132935, 0.10670305788516998, -0.08457013964653015]","[0.8039330244064331, 0.3022036552429199, -0.036024000495672226]","[0.8088443875312805, 0.2209663689136505, -0.057488009333610535]","[0.8119179606437683, 0.16685697436332703, -0.07857272028923035]","[0.8157699704170227, 0.1239316314458847, -0.09287624061107635]","[0.7714500427246094, 0.31859010457992554, -0.04577058181166649]","[0.776218831539154, 0.25586748123168945, -0.0642763078212738]","[0.7809545397758484, 0.21338331699371338, -0.07899174839258194]","[0.7871853113174438, 0.176955446600914, -0.09014716744422913]",B,1.0,.\ASL_Data\ASL_Validate\B\B1809.jpg
"[0.8076273798942566, 0.48928436636924744, -0.031150396913290024]","[0.8425381183624268, 0.4363832175731659, -0.05127555504441261]","[0.8377694487571716, 0.38246241211891174, -0.07078317552804947]","[0.8178090453147888, 0.3473450839519501, -0.09141123294830322]","[0.8269924521446228, 0.33740201592445374, -0.029968969523906708]","[0.8338057398796082, 0.26087144017219543, -0.053957510739564896]","[0.8331836462020874, 0.21088014543056488, -0.07172664254903793]","[0.8301264643669128, 0.16886188089847565, -0.08388065546751022]","[0.7937626838684082, 0.32553210854530334, -0.03291833773255348]","[0.8002874851226807, 0.2372596561908722, -0.05406352877616882]","[0.8003919124603271, 0.18369317054748535, -0.07331684976816177]","[0.7996399998664856, 0.13612554967403412, -0.08767649531364441]","[0.7621166110038757, 0.3288186192512512, -0.0402056910097599]","[0.7684012055397034, 0.24646374583244324, -0.06221693754196167]","[0.772394061088562, 0.19448980689048767, -0.08152125030755997]","[0.7758830189704895, 0.15212687849998474, -0.09457983821630478]","[0.72877037525177, 0.34429845213890076, -0.05136910080909729]","[0.7346630096435547, 0.2796238660812378, -0.06948423385620117]","[0.74106365442276, 0.23837941884994507, -0.0827765241265297]","[0.7484996914863586, 0.20244207978248596, -0.09309876710176468]",B,1.0,.\ASL_Data\ASL_Validate\B\B1819.jpg
"[0.6689993143081665, 0.46566206216812134, -0.034937553107738495]","[0.6999551653862, 0.4144946336746216, -0.05511028319597244]","[0.6940851211547852, 0.3627784252166748, -0.07313209027051926]","[0.672846257686615, 0.32354551553726196, -0.09177564829587936]","[0.6849126219749451, 0.3183217942714691, -0.031876422464847565]","[0.6931806206703186, 0.24461865425109863, -0.0549871101975441]","[0.6945317387580872, 0.1945990025997162, -0.07263036072254181]","[0.6934323310852051, 0.1547607034444809, -0.0851459726691246]","[0.6520895957946777, 0.3070765435695648, -0.03139161318540573]","[0.6595169901847839, 0.2228841930627823, -0.052965786308050156]","[0.6605069637298584, 0.16790883243083954, -0.07327576726675034]","[0.6614353060722351, 0.12100216746330261, -0.08801086992025375]","[0.6207660436630249, 0.30990517139434814, -0.035267312079668045]","[0.6270043253898621, 0.23323142528533936, -0.057579681277275085]","[0.6308760643005371, 0.18126775324344635, -0.07787515223026276]","[0.6353693008422852, 0.14063934981822968, -0.09110866487026215]","[0.5879164338111877, 0.3242288827896118, -0.04297927767038345]","[0.5939867496490479, 0.26408058404922485, -0.061617814004421234]","[0.6006067991256714, 0.2239309400320053, -0.07598406076431274]","[0.6081516742706299, 0.19116565585136414, -0.08657080680131912]",B,1.0,.\ASL_Data\ASL_Validate\B\B1829.jpg
"[0.5544662475585938, 0.4777347445487976, -0.034910716116428375]","[0.5889537930488586, 0.4226585924625397, -0.05445607379078865]","[0.5805215835571289, 0.3674974739551544, -0.07150710374116898]","[0.5533086657524109, 0.3342551290988922, -0.08945608139038086]","[0.5724305510520935, 0.3277512192726135, -0.0368434377014637]","[0.5794986486434937, 0.25067266821861267, -0.062173034995794296]","[0.5796873569488525, 0.19830238819122314, -0.08048439025878906]","[0.5778424143791199, 0.1564481556415558, -0.09313058853149414]","[0.5388138890266418, 0.31602367758750916, -0.036819253116846085]","[0.5444609522819519, 0.22825820744037628, -0.060017820447683334]","[0.5449308156967163, 0.17231449484825134, -0.08056879043579102]","[0.5449666380882263, 0.12352043390274048, -0.09550604969263077]","[0.5068090558052063, 0.31893542408943176, -0.04099804162979126]","[0.511573851108551, 0.2380690574645996, -0.06534323841333389]","[0.5151087641716003, 0.18295633792877197, -0.08711410313844681]","[0.5189520716667175, 0.1399335116147995, -0.10113035142421722]","[0.47362595796585083, 0.3337855041027069, -0.048934243619441986]","[0.47820186614990234, 0.2702617943286896, -0.06921448558568954]","[0.48379218578338623, 0.22730699181556702, -0.08479838818311691]","[0.49034708738327026, 0.19247250258922577, -0.09622062742710114]",B,1.0,.\ASL_Data\ASL_Validate\B\B1839.jpg
"[0.505774736404419, 0.4736049473285675, -0.035647932440042496]","[0.5360296368598938, 0.41907545924186707, -0.05582427605986595]","[0.524114727973938, 0.3627483546733856, -0.07399772852659225]","[0.5019094347953796, 0.3237350881099701, -0.09301088750362396]","[0.521381676197052, 0.3249187171459198, -0.03314567357301712]","[0.5279231667518616, 0.24728405475616455, -0.05733177810907364]","[0.5290094017982483, 0.19601823389530182, -0.07547532767057419]","[0.52816241979599, 0.15519829094409943, -0.08839394897222519]","[0.4875148832798004, 0.31262579560279846, -0.0334169901907444]","[0.49355804920196533, 0.22426818311214447, -0.05605076998472214]","[0.4953813850879669, 0.16779892146587372, -0.07766071707010269]","[0.496747761964798, 0.11943820118904114, -0.09330407530069351]","[0.45491060614585876, 0.315582275390625, -0.03823389485478401]","[0.45935770869255066, 0.23458978533744812, -0.061925388872623444]","[0.4637785851955414, 0.1801777184009552, -0.08456604182720184]","[0.46877074241638184, 0.13786306977272034, -0.09931620955467224]","[0.41970402002334595, 0.33226120471954346, -0.04685898497700691]","[0.4240405559539795, 0.2689203917980194, -0.06723570823669434]","[0.430156409740448, 0.2265106737613678, -0.08339424431324005]","[0.4376641511917114, 0.19235260784626007, -0.09530738741159439]",B,1.0,.\ASL_Data\ASL_Validate\B\B1849.jpg
"[0.4032098054885864, 0.46062496304512024, -0.04005192592740059]","[0.4330054819583893, 0.4079474210739136, -0.060434773564338684]","[0.4231429398059845, 0.353576123714447, -0.07781399041414261]","[0.40126439929008484, 0.31593990325927734, -0.09584897011518478]","[0.422555536031723, 0.31441980600357056, -0.031472623348236084]","[0.4282183051109314, 0.2401178777217865, -0.054116927087306976]","[0.42789286375045776, 0.18928012251853943, -0.07220372557640076]","[0.4258100390434265, 0.14859816431999207, -0.08498307317495346]","[0.3904692530632019, 0.30313464999198914, -0.028112931177020073]","[0.39515700936317444, 0.2188185155391693, -0.047852542251348495]","[0.3946545422077179, 0.16488374769687653, -0.06923303753137589]","[0.39473143219947815, 0.11785419285297394, -0.08500245958566666]","[0.3602830767631531, 0.30510154366493225, -0.029948074370622635]","[0.36466655135154724, 0.22844132781028748, -0.05180184543132782]","[0.3672011196613312, 0.17588381469249725, -0.07494837790727615]","[0.3706509470939636, 0.13527026772499084, -0.09020791947841644]","[0.3288026452064514, 0.31831973791122437, -0.03603508323431015]","[0.3330073356628418, 0.2595480978488922, -0.05499456822872162]","[0.3377811014652252, 0.21995122730731964, -0.07120539993047714]","[0.3438635766506195, 0.18770219385623932, -0.0831880271434784]",B,1.0,.\ASL_Data\ASL_Validate\B\B1859.jpg
"[0.30471858382225037, 0.43861961364746094, -0.0369378998875618]","[0.3330245614051819, 0.38865694403648376, -0.05685598403215408]","[0.3238736391067505, 0.34110844135284424, -0.07362605631351471]","[0.30026915669441223, 0.31126922369003296, -0.09082482755184174]","[0.32389819622039795, 0.3009791672229767, -0.03697247430682182]","[0.3305725157260895, 0.2316790223121643, -0.06046166270971298]","[0.33001279830932617, 0.18446412682533264, -0.0777869001030922]","[0.32743799686431885, 0.14607451856136322, -0.08991219848394394]","[0.294126033782959, 0.2902826964855194, -0.034258436411619186]","[0.3017942011356354, 0.21234962344169617, -0.05626421794295311]","[0.30316925048828125, 0.16222406923770905, -0.07659031450748444]","[0.30420535802841187, 0.11862325668334961, -0.09125079959630966]","[0.2664478123188019, 0.2938149869441986, -0.035770319402217865]","[0.2729109525680542, 0.22158101201057434, -0.059828102588653564]","[0.2763200104236603, 0.17285270988941193, -0.08194862306118011]","[0.280518501996994, 0.13349351286888123, -0.09586168825626373]","[0.23757050931453705, 0.30996260046958923, -0.0408640056848526]","[0.24218781292438507, 0.2519688606262207, -0.06160314008593559]","[0.246537446975708, 0.21326309442520142, -0.07798033207654953]","[0.25264447927474976, 0.18146874010562897, -0.08947485685348511]",B,1.0,.\ASL_Data\ASL_Validate\B\B1869.jpg
"[0.26012811064720154, 0.43811336159706116, -0.027400610968470573]","[0.2872612774372101, 0.3875100910663605, -0.04380305856466293]","[0.2785077691078186, 0.3399793803691864, -0.05849350243806839]","[0.2560783624649048, 0.3125203549861908, -0.0741562470793724]","[0.2764940857887268, 0.30909034609794617, -0.03341743350028992]","[0.282768189907074, 0.24248841404914856, -0.05682343989610672]","[0.2822806239128113, 0.19547858834266663, -0.07369246333837509]","[0.27996957302093506, 0.156476691365242, -0.08548770844936371]","[0.24829469621181488, 0.2991384267807007, -0.03524918109178543]","[0.25440481305122375, 0.223087340593338, -0.05775521695613861]","[0.25525182485580444, 0.17377130687236786, -0.07651902735233307]","[0.2553194761276245, 0.13107480108737946, -0.09002940356731415]","[0.22119268774986267, 0.30294498801231384, -0.040283896028995514]","[0.22658871114253998, 0.23219551146030426, -0.06338855624198914]","[0.22908726334571838, 0.18441885709762573, -0.08255214244127274]","[0.23203983902931213, 0.14583778381347656, -0.09479039162397385]","[0.1927892416715622, 0.3178488612174988, -0.04818970337510109]","[0.19742979109287262, 0.2615678608417511, -0.0675043836236]","[0.20202289521694183, 0.2236960232257843, -0.08167216926813126]","[0.20760732889175415, 0.19274070858955383, -0.09191827476024628]",B,1.0,.\ASL_Data\ASL_Validate\B\B1879.jpg
"[0.22320999205112457, 0.4521876871585846, -0.025730587542057037]","[0.2534904479980469, 0.39733344316482544, -0.03990783169865608]","[0.2457747906446457, 0.34471338987350464, -0.052845776081085205]","[0.22230207920074463, 0.3143150508403778, -0.06634081155061722]","[0.23717936873435974, 0.3145112097263336, -0.024810373783111572]","[0.24386849999427795, 0.24216118454933167, -0.044849637895822525]","[0.24364055693149567, 0.19367852807044983, -0.05944875627756119]","[0.24226053059101105, 0.1552506536245346, -0.06982450187206268]","[0.20741291344165802, 0.30626794695854187, -0.026949739083647728]","[0.21292199194431305, 0.2251683473587036, -0.04539113491773605]","[0.21376553177833557, 0.1720806062221527, -0.06247546523809433]","[0.2143460214138031, 0.1275886595249176, -0.07501744478940964]","[0.17850375175476074, 0.3112136721611023, -0.03260563313961029]","[0.18389105796813965, 0.23673778772354126, -0.05230910703539848]","[0.1865411400794983, 0.1865861713886261, -0.0702962726354599]","[0.19002392888069153, 0.1468588411808014, -0.08199187368154526]","[0.1487732231616974, 0.327069491147995, -0.04132469743490219]","[0.15379983186721802, 0.2701183557510376, -0.058130376040935516]","[0.1585807502269745, 0.23202912509441376, -0.0710679292678833]","[0.16433902084827423, 0.20097054541110992, -0.08053863793611526]",B,1.0,.\ASL_Data\ASL_Validate\B\B1889.jpg
"[0.19949597120285034, 0.44901755452156067, -0.033950164914131165]","[0.22619517147541046, 0.3980447053909302, -0.05335492640733719]","[0.21623554825782776, 0.35051727294921875, -0.06944761425256729]","[0.19601558148860931, 0.319375216960907, -0.0864608883857727]","[0.21493369340896606, 0.3184357285499573, -0.04141759127378464]","[0.2187560647726059, 0.24775809049606323, -0.06499650329351425]","[0.21660400927066803, 0.19748781621456146, -0.08279705792665482]","[0.21274571120738983, 0.15790848433971405, -0.09558053314685822]","[0.1836519092321396, 0.3105020821094513, -0.038723550736904144]","[0.1883271485567093, 0.23233605921268463, -0.06115148589015007]","[0.18761125206947327, 0.17931976914405823, -0.08153816312551498]","[0.18581315875053406, 0.134494811296463, -0.0964464321732521]","[0.15459607541561127, 0.3148144483566284, -0.038848794996738434]","[0.1588403433561325, 0.24413283169269562, -0.060672469437122345]","[0.15995675325393677, 0.19478558003902435, -0.08015482872724533]","[0.16093774139881134, 0.1559298187494278, -0.09313370287418365]","[0.12600868940353394, 0.32985204458236694, -0.042186833918094635]","[0.13069233298301697, 0.2731211185455322, -0.06010397896170616]","[0.13322633504867554, 0.23507294058799744, -0.07371748983860016]","[0.13507670164108276, 0.2043994516134262, -0.08392895013093948]",B,1.0,.\ASL_Data\ASL_Validate\B\B1899.jpg
"[0.2224051058292389, 0.5490649938583374, -0.028995579108595848]","[0.248599112033844, 0.4945467710494995, -0.04613113775849342]","[0.23760190606117249, 0.44604846835136414, -0.0616927295923233]","[0.21236959099769592, 0.41805410385131836, -0.07834505289793015]","[0.2326110303401947, 0.40808165073394775, -0.03233018144965172]","[0.23398448526859283, 0.3376842141151428, -0.05578184127807617]","[0.23057368397712708, 0.2878565192222595, -0.07372729480266571]","[0.2256072461605072, 0.2481137067079544, -0.08671050518751144]","[0.20132970809936523, 0.4008016586303711, -0.03440343961119652]","[0.20226378738880157, 0.3204267919063568, -0.05665498971939087]","[0.19958621263504028, 0.2671346068382263, -0.07760614156723022]","[0.19641940295696259, 0.22123239934444427, -0.09313032776117325]","[0.17205558717250824, 0.40785452723503113, -0.03991681709885597]","[0.17406022548675537, 0.3337654769420624, -0.06281077116727829]","[0.17417776584625244, 0.28205883502960205, -0.08388043940067291]","[0.17509999871253967, 0.23967677354812622, -0.09807885438203812]","[0.1421184241771698, 0.4271988570690155, -0.0485229417681694]","[0.14407454431056976, 0.36833229660987854, -0.06818854808807373]","[0.1462298333644867, 0.3286195993423462, -0.08343468606472015]","[0.14942379295825958, 0.2954220473766327, -0.0948544293642044]",B,1.0,.\ASL_Data\ASL_Validate\B\B1909.jpg
"[0.20375491678714752, 0.6829411387443542, -0.03076559491455555]","[0.22602276504039764, 0.6332781314849854, -0.05055991932749748]","[0.21419066190719604, 0.5888066291809082, -0.06875720620155334]","[0.18898674845695496, 0.5587910413742065, -0.08800582587718964]","[0.2034357190132141, 0.5431094765663147, -0.03520651161670685]","[0.20031093060970306, 0.47130873799324036, -0.05887686833739281]","[0.1944521814584732, 0.42289915680885315, -0.0765031948685646]","[0.1878458857536316, 0.3836888074874878, -0.08890100568532944]","[0.17280377447605133, 0.5395545363426208, -0.03671238571405411]","[0.16768792271614075, 0.45966261625289917, -0.0583919920027256]","[0.16143293678760529, 0.40905261039733887, -0.07699520885944366]","[0.15576277673244476, 0.36525237560272217, -0.09058476984500885]","[0.14541031420230865, 0.5486920475959778, -0.0418221578001976]","[0.1409694403409958, 0.47581225633621216, -0.06317878514528275]","[0.13841462135314941, 0.4260983467102051, -0.08146317303180695]","[0.13727721571922302, 0.3857405185699463, -0.09371262043714523]","[0.11839379370212555, 0.5695939064025879, -0.05035167559981346]","[0.11539649218320847, 0.5101772546768188, -0.06779766082763672]","[0.11386273056268692, 0.4713382124900818, -0.08075468242168427]","[0.11397650837898254, 0.43886250257492065, -0.0906737670302391]",B,1.0,.\ASL_Data\ASL_Validate\B\B1919.jpg
"[0.25561848282814026, 0.7871178984642029, -0.03554973751306534]","[0.2789393365383148, 0.7354100346565247, -0.0575881153345108]","[0.2658025622367859, 0.6900705099105835, -0.07750897109508514]","[0.23903165757656097, 0.6626375317573547, -0.09848751872777939]","[0.2495870292186737, 0.6405944228172302, -0.03681440278887749]","[0.24345195293426514, 0.5680484771728516, -0.06061858683824539]","[0.23529106378555298, 0.5216931104660034, -0.07877563685178757]","[0.22618858516216278, 0.4838578402996063, -0.09147904813289642]","[0.21593882143497467, 0.6385044455528259, -0.03627222403883934]","[0.2080562710762024, 0.5569352507591248, -0.05681094527244568]","[0.20017293095588684, 0.5076203942298889, -0.07668334245681763]","[0.19259166717529297, 0.46401727199554443, -0.0918237566947937]","[0.18744432926177979, 0.6505520343780518, -0.03983041271567345]","[0.17934438586235046, 0.5760090947151184, -0.06087479740381241]","[0.1745140552520752, 0.5259875059127808, -0.08163068443536758]","[0.17101623117923737, 0.4860185384750366, -0.09595351666212082]","[0.16088497638702393, 0.6748148798942566, -0.0472417026758194]","[0.153897225856781, 0.6144245266914368, -0.06477688252925873]","[0.15152181684970856, 0.5765538215637207, -0.07900140434503555]","[0.15131133794784546, 0.5443117022514343, -0.09003119170665741]",B,1.0,.\ASL_Data\ASL_Validate\B\B1929.jpg
"[0.35499507188796997, 0.7749801874160767, -0.03818231076002121]","[0.38176554441452026, 0.7251080870628357, -0.06127694994211197]","[0.36983877420425415, 0.680050790309906, -0.08142663538455963]","[0.3448050916194916, 0.6532357931137085, -0.10241324454545975]","[0.35612964630126953, 0.6300101280212402, -0.04274657368659973]","[0.35446834564208984, 0.5565912127494812, -0.06846670061349869]","[0.34943684935569763, 0.5084115266799927, -0.08723532408475876]","[0.3434830605983734, 0.4691736102104187, -0.10018918663263321]","[0.322855144739151, 0.6248874664306641, -0.04061800241470337]","[0.3198966681957245, 0.5424291491508484, -0.06384814530611038]","[0.31506383419036865, 0.4906986653804779, -0.08399329334497452]","[0.3105171322822571, 0.44610273838043213, -0.09879276901483536]","[0.2935378849506378, 0.633991003036499, -0.042506538331508636]","[0.289761483669281, 0.5595932602882385, -0.06593617051839828]","[0.2867714762687683, 0.5100234150886536, -0.08648621290922165]","[0.2848508059978485, 0.4705885648727417, -0.09994804859161377]","[0.264839768409729, 0.6549767255783081, -0.04829947650432587]","[0.2629845142364502, 0.5964010953903198, -0.06756150722503662]","[0.26325708627700806, 0.5574028491973877, -0.08233503997325897]","[0.26507365703582764, 0.5241955518722534, -0.09332799911499023]",B,1.0,.\ASL_Data\ASL_Validate\B\B1939.jpg
"[0.4000137448310852, 0.7776591777801514, -0.037320129573345184]","[0.42955368757247925, 0.7303669452667236, -0.06092587485909462]","[0.41817909479141235, 0.687599778175354, -0.0818745419383049]","[0.3911190927028656, 0.6644958853721619, -0.10386206954717636]","[0.4042136073112488, 0.6353465914726257, -0.04313425347208977]","[0.4036720097064972, 0.5634278059005737, -0.06940702348947525]","[0.3999727666378021, 0.5171395540237427, -0.08874166756868362]","[0.3950599730014801, 0.4786897301673889, -0.10226362198591232]","[0.37213143706321716, 0.6302213668823242, -0.04246984422206879]","[0.3700449466705322, 0.5498145818710327, -0.06540614366531372]","[0.36652523279190063, 0.5024885535240173, -0.08600775897502899]","[0.36258465051651, 0.45875102281570435, -0.10154572129249573]","[0.3433246612548828, 0.6388553380966187, -0.04580792039632797]","[0.34070339798927307, 0.564871072769165, -0.06924941390752792]","[0.3396408259868622, 0.5159363746643066, -0.0912247747182846]","[0.33911100029945374, 0.4747147560119629, -0.10619214922189713]","[0.31421399116516113, 0.6593981981277466, -0.052937526255846024]","[0.31228530406951904, 0.601481556892395, -0.07247752696275711]","[0.31218457221984863, 0.5631103515625, -0.08798159658908844]","[0.3134232759475708, 0.5289861559867859, -0.09987369924783707]",B,1.0,.\ASL_Data\ASL_Validate\B\B1949.jpg
"[0.43221867084503174, 0.7841693162918091, -0.03876828774809837]","[0.46160855889320374, 0.7377457618713379, -0.06369268894195557]","[0.4522085189819336, 0.6927111148834229, -0.08565504103899002]","[0.4269060790538788, 0.6625131964683533, -0.10887341946363449]","[0.4390200078487396, 0.6420142650604248, -0.048607513308525085]","[0.4399011731147766, 0.5696687698364258, -0.07731623947620392]","[0.43684396147727966, 0.5217621326446533, -0.09800851345062256]","[0.4321730136871338, 0.4826275706291199, -0.11258476227521896]","[0.40661975741386414, 0.6351993083953857, -0.048209019005298615]","[0.4050601124763489, 0.5524282455444336, -0.07518656551837921]","[0.40156111121177673, 0.5005226731300354, -0.09807608276605606]","[0.39712435007095337, 0.45399343967437744, -0.11500333249568939]","[0.37668657302856445, 0.6425749063491821, -0.05162752419710159]","[0.3753249943256378, 0.5671828389167786, -0.07900460809469223]","[0.3749922811985016, 0.5157164335250854, -0.10296129435300827]","[0.3748796284198761, 0.47255367040634155, -0.11890976130962372]","[0.3459438383579254, 0.6625495553016663, -0.05863852798938751]","[0.3452618420124054, 0.6051772236824036, -0.08162541687488556]","[0.3468806743621826, 0.5660086870193481, -0.09891431033611298]","[0.3495119512081146, 0.5316530466079712, -0.11186777055263519]",B,1.0,.\ASL_Data\ASL_Validate\B\B1959.jpg
"[0.48572802543640137, 0.8158408403396606, -0.041388314217329025]","[0.5173999667167664, 0.7717622518539429, -0.06773506850004196]","[0.5089009404182434, 0.7253970503807068, -0.09051425755023956]","[0.48324039578437805, 0.6937762498855591, -0.11456213146448135]","[0.495368093252182, 0.674042820930481, -0.05239947512745857]","[0.4974934756755829, 0.6018562316894531, -0.08186689019203186]","[0.49457016587257385, 0.553577184677124, -0.10335316509008408]","[0.49004852771759033, 0.5141294002532959, -0.11845143139362335]","[0.4616861939430237, 0.6659979820251465, -0.05099518969655037]","[0.46150070428848267, 0.584642767906189, -0.0785941407084465]","[0.4592057764530182, 0.5336254239082336, -0.1020720824599266]","[0.45624688267707825, 0.4884243607521057, -0.11947996914386749]","[0.43128693103790283, 0.6730545163154602, -0.053473785519599915]","[0.4296637773513794, 0.5975942015647888, -0.08098748326301575]","[0.42967942357063293, 0.5460046529769897, -0.10560896247625351]","[0.43015047907829285, 0.5039142370223999, -0.12219465523958206]","[0.4006563127040863, 0.6933882832527161, -0.05974576622247696]","[0.3988036513328552, 0.6327698230743408, -0.08279486000537872]","[0.40082237124443054, 0.5924057960510254, -0.10054673254489899]","[0.40453991293907166, 0.5589088201522827, -0.11403858661651611]",B,1.0,.\ASL_Data\ASL_Validate\B\B1969.jpg
